vgs,id,gm,gds,cgg,vth,gm_id,id_w,gain,ft
0.9,1.62614821e-07,2.86383326e-06,6.48171151e-09,3.25870612e-14,1.0304178,17.61114541951868,1.62614821e-08,441.83287941490005,13986938.457647022
0.91,1.93857931e-07,3.40038845e-06,7.67201352e-09,3.33458659e-14,1.0304178,17.54062076521388,1.93857931e-08,443.21981982117256,16229556.967362728
0.92,2.30963156e-07,4.039201e-06,9.06974764e-09,3.41157855e-14,1.0304178,17.488507993889723,2.3096315600000002e-08,445.3487748860893,18843441.41194482
0.93,2.75045864e-07,4.79927892e-06,1.07105359e-08,3.48944396e-14,1.0304178,17.449013230753398,2.75045864e-08,448.08952276608306,21889704.266657226
0.94,3.27425127e-07,5.70236595e-06,1.26357722e-08,3.56793764e-14,1.0304178,17.415786021822328,3.27425127e-08,451.2874923465303,25436535.607763924
0.95,3.89651152e-07,6.77292902e-06,1.48932891e-08,3.64681033e-14,1.0304178,17.382032582826806,3.89651152e-08,454.7638184234267,29558574.074334886
0.96,4.63531699e-07,8.03796046e-06,1.75379849e-08,3.72581171e-14,1.0304178,17.34069207637944,4.63531699e-08,458.3172186446573,34335635.80662547
0.97,5.51155374e-07,9.52654265e-06,2.06323588e-08,3.80469355e-14,1.0304178,17.28467706095523,5.5115537400000003e-08,461.7282368121671,39850682.67385855
0.98,6.54909206e-07,1.12691345e-05,2.42468984e-08,3.8832127e-14,1.0304178,17.207170699017475,6.54909206e-08,464.7660213728614,46186974.51320177
0.99,7.77487618e-07,1.32965626e-05,2.84602558e-08,3.96113389e-14,1.0304178,17.10196058710738,7.774876180000001e-08,467.19757873715247,53424441.65452897
1.0,9.21889873e-07,1.56387348e-05,3.33591547e-08,4.03823238e-14,1.0304178,16.963777624662114,9.21889873e-08,468.7988931566062,61635431.36968366
1.01,1.09140354e-06,1.83231403e-05,3.90379829e-08,4.11429627e-14,1.0304178,16.788602591485088,1.09140354e-07,469.3669841225326,70880125.30782849
1.02,1.28957231e-06,2.1373247e-05,4.5598046e-08,4.18912846e-14,1.0304178,16.573903482775616,1.28957231e-07,468.7316425795965,81202043.39529905
1.03,1.52014789e-06,2.48069444e-05,5.31464893e-08,4.26254832e-14,1.0304178,16.31877040595044,1.52014789e-07,466.765438822692,92624118.90420076
1.04,1.78702728e-06,2.86352035e-05,6.17949288e-08,4.33439289e-14,1.0304178,16.023931934603706,1.78702728e-07,463.39083248527027,105145848.54506215
1.05,2.09417839e-06,3.28611132e-05,7.16578659e-08,4.40451775e-14,1.0304178,15.69164945876459,2.09417839e-07,458.58347562092274,118741912.2395938
1.06,2.44555847e-06,3.74794216e-05,8.28509872e-08,4.47279747e-14,1.0304178,15.325506243160893,2.44555847e-07,452.37145466384976,133362515.33573581
1.07,2.84503071e-06,4.24766419e-05,9.54894632e-08,4.5391258e-14,1.0304178,14.930117186678805,2.84503071e-07,444.8306700712503,148935451.93943113
1.08,3.29628487e-06,4.78317154e-05,1.09686363e-07,4.6034154e-14,1.0304178,14.51079542163478,3.29628487e-07,436.07713932496785,165369693.60780987
1.09,3.80276678e-06,5.35171489e-05,1.25551284e-07,4.66559737e-14,1.0304178,14.073213530070861,3.80276678e-07,426.25728065035156,182560090.6410831
1.1,4.36762124e-06,5.95004914e-05,1.4318927e-07,4.72562053e-14,1.0304178,13.623088663246815,4.3676212400000003e-07,415.5373611444489,200392673.56718564
1.11,4.99365062e-06,6.57459859e-05,1.62700062e-07,4.78345045e-14,1.0304178,13.165916261077951,4.99365062e-07,404.09318282865803,218750016.41200346
1.12,5.68329015e-06,7.22162356e-05,1.8417769e-07,4.83906833e-14,1.0304178,12.706765569588242,5.68329015e-07,392.1008869206688,237516192.8583246
